airline_stance,airline,text
0,United,"@united   sent DM last week
2,United,@united Will have to try standby in Denver tonight or will have to Cancelled Flight father son trip till next year. Thx for trying.
0,United,@united I wrote to you but got nothing.and I am out of US .It is very simple thing.Will ypu provide compensation for your delay?
1,United,@united How many 787s do you currently operate and what other aircraft do you operate?
0,United,'"“@united: @qlyss8 We don''t want our customers to be frustrated. Thank you for your patience. ^JT” A lovely sentiment'
0,United,@united 4 different departure / arrival updates for UA304??? In 1hr. Please!
0,United,@united nope. Really. No window at all for 10A. 10F has one. 8 and 11 has one. None for 10A. So sad...
0,United,"@united #vegan meals can be more creative than noodles
2,United,"@united well
2,United,'@united well it IS John Hughes'' birthday. But I will stick w the plane &amp; hold off on trains &amp; automobiles. Gate workers are doing well.'
0,United,@united - my son left his tablet on plane.  Am out of country and can not call easily.  Is there an email to contact?
0,United,"I will
0,United,@united all i hear is blah blah blah ....you shoulda used that $400 to buy a @burningman ticket instead. &amp; ill be driving there not flying
0,United,"@united yes
0,United,@united thanks for not letting me switch flights Bc I had a checked bag then Cancelled Flighting my flight forcing me to take another 3 hrs Late Flightr!
2,United,@united thank you! Love united!! Have 4 flights today!
2,United,"@united Just did
0,United,'@united just informed you don''t reimburse for issues due to weather. this is why your flights keep getting Cancelled Flightled--Thor hates you'
0,United,'"@united Midland couldn''t get our bags to connect on our Intl flight to Sydney'
0,United,@united this may be the last time I fly your airline.
0,United,"@united Is your company motto: ""I do not care!!!""  I heard several times from your employees to your clients in the past week.""  #idonotcare"
0,United,@united you should tell that to the staff at LAX then. I boarded group 5 at the very end of the queue as a Gold member. Thanks for nothing.
0,United,"@united Missing crew
2,United,@united Fantastic job by your people today on ua22 from Dublin. A jam packed plane but the crew was wonderful!!
0,United,"@united there was 20 min to departure
0,United,'@united flying lax to Sfo and system won''t let me check in. Your site tells me to do it through @AirCanada and they tell me through you.'
0,United,"@united and btw
2,United,'@united can I just go ahead and live in your premium cabins? I''m in heaven now en route to LHR'
0,United,"@united feeling poor on the church-mouse level here
0,United,@united sure but the plane is an hour Late Flight! Your ontime departure ship sailed away a long time back!
0,United,@united UA6002 MLI-&gt;DEN. Will miss connection UA3530 DEN-&gt;YEG due to delay.
0,United,"@united How come you are the ONLY airline
0,United,@united I had to change airports to actually get a flight out when my flight from FAY was Cancelled Flightled twice. $180 taxi ride to RDU--reimburse?
1,United,'@united it''s operated by united as it''s a heathrow-Newark flight'
0,United,@united yes of course I have.  Is this how you treat customer with no recourse?
0,United,@united I will be stunned if my bags are in Hartford with me.  The ORD ground crew only had an hour to move my bags 200 yards
0,United,'"@united Can someone assist me with my DM''s? Waiting 1 hour on phone'
0,United,"@united Flight was overbooked! Was offered voucher to wait &amp; take another flight. Gate agent switched me over
2,United,@united thank you!
2,United,'@united Thanks - it''s very helpful to understand that the reduced price seats that are sold at check-in have priority over the certificates.'
0,United,'@united As a Million Miler I''ve been delayed plenty. NEVER in the amateurish way@SilverAirwsys does it. I''d be embarrassed to be affiliated.'
0,United,"@united airlines claims to have a low fare guarantee
0,United,'@united Another delayed United flight. I should not be this surprised or upset. I''m mostly disappointed I have to Cancelled Flight my trip with my dad'
0,United,'"@united still can''t dm'
2,United,'@united Thank you Margo at Houston''s Bush Intercontinental for getting me home earlier.'
0,United,"@united
0,United,"@united
0,United,'@united my cats flight was delayed 1+hour  she will be arriving to Hawaii after 5 &amp; I won''t be able to pick her up until tomorrow 😭'
0,United,"@united I did not
0,United,'@united now you''ve lost my bags too.  At least nobody has done anything to help out.  This is absurd.'
0,United,'@united What''s up with the reduction in E+ on 737-900s? 1K who can no longer confirm E+.  Forget upgrades - just want legroom. #unitedfail'
0,United,@united offered me a voucher to switch flights. Now voucher offer doesn’t exist &amp; the gate agent switched me to a delayed flight!
1,United,@united when southwest did this to us -- a mechanical problem at least they gave us round trip vouchers. Will you step up to the pLate Flight too?
0,United,@united I usually like flying with you guys but $200 fee to use my credit seems ridiculous #notcool #exhorbitantfees
0,United,"@united Thanks
0,United,@united my friend lost luggage on flight 1547. What to do?
2,United,"@united sweet
1,United,@united my reservation were changed so that I can longer make my connecting flight. How can I change this without incurring a fee?
2,United,@united all good! Next flight was a little delayed so it all worked 👍
1,United,@united flight 5431
0,United,"@united Just boarded UA1297
0,United,'@united get your act right! You just lost customers because your staff wouldn''t let us take our approved carry-on on a half empty flight!'
1,United,@united @ShulemStern @gg8929 Raise a dispute with your cc provider and they will hopefully clear it for you.
0,United,'@united Held up for almost 45 minutes and then promised free movies and it didn''t work and neither did the wifi that was paid for. Boo :('
0,United,"@united Nice ""partners"" you have. The delays keep increasing every 20 min @FtLauderdaleSun @orlandosentinel http://t.co/1AtEafnC6R"
0,United,@united UA1740 just admit you have no clue when flight will leave Denver. #unfriendlyskies
0,United,"@united yep
0,United,@united Just had the worst experience ever flying with you
0,United,'@United UA1740. As the inbound flight dep time gets closer you push it back 15 min. You''ve been doing this for 2 hrs.'
0,United,@united why is my flight from mke to ord getting delayed? Our gate attendant is not communicating!
0,United,"@united my plane sounds like  a DJ  scratching is this normal? If so
1,United,@united chase says no referral bonus. Thanks.
0,United,"@united how can i trust United with future Flight Booking Problemss when a confirmed
0,United,@united rebooked.  This one is Late Flight too.
0,United,@united 2nd Late Flight flight today
0,United,"@united if u miss first leg of ur flight
0,United,"@united 3586 from IAD to BUF.  Incredibly loud
1,United,@united Cancelled Flighting. bought a ticket for a friend but cant get the credit under my name
2,United,@united Boeing 777 Star Alliance short finals @Heathrowairport 27L on an amazing winters morning #777 #Avgeek http://t.co/owMaXOyEhZ
0,United,@united 16 days for one flight and 8 for the other (roundtrip).
2,United,@united I am blown away by stellar #custserv !! Thank you &lt;3 http://t.co/JOrEScfb4x
0,United,@united your overall experience of flying is not friendly
0,United,'@united a good start would be  to warm the plane before the departure time so the flight isn''t delayed due to frozen water lines.'
0,United,'@united annnnddddd I''m going to lose my first class seat on the flight they shuffle me to'
2,United,@united you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone.
0,United,@united 6 hour mechanical delay...killing me
0,United,'@united every time I check a bag with your airline I''m confident I will be wearing the same clothes for 3 days.  Please prove me wrong.'
1,United,@united trade show! Come by both 130 for awesome deals on #sunkist and @webbernaturals! $$ http://t.co/1L9sCWPhph
0,United,@united. Thanks United for the no running water and Late Flight flight from Grand Rapids to Denver
0,United,@united KN: not allowing me to bypass the receipt # on the refund request form. Never received receipt email. charged http://t.co/Cju102xP2k
1,United,@united please help! Left my iPad Air 2 on my flight from NYC to Paris yesterday and can’t get in touch with anyone locally. What to do?
0,United,@united When will that happen? It really confuses when the 1st content to come on the 6in screens is about how technology forward United is.
0,United,'"@united you mean like my mailing address and rate? By the surliness of my United ""coworkers"" I''m guessing our benefits aren''t great."'
